INDIKATOR INDUSTRI BESAR DAN SEDANG PROVINSI SULAWESI TENGGARA 2014;2
STATISTIK KECAMATAN LIRUNG 2014;1
STATISTIK DAERAH KECAMATAN KAWANGKOAN UTARA 2014;1
STATISTIK KECAMATAN MIANGAS 2014;1
STATISTIK KECAMATAN MORONGE 2014;1
PRODUK DOMESTIK REGIONAL BRUTO (PDRB) MENURUT LAPANGAN USAHA KABUPATEN MINAHASA UTARA 2007-2012;1
BEO SELATAN DALAM ANGKA 2014;1
BULETIN STATISTIK PERDAGANGAN LUAR NEGERI EKSPOR (MENURUT KELOMPOK KOMODITI DAN NEGARA) AGUSTUS 2016;4
STATISTIK KECAMATAN SALIBABU 2014;1
STATISTIK GAS 2007-2011;Tidak ada
INDIKATOR KONSTRUKSI 2004;Tidak ada
INDEKS HARGA KONSUMEN KOTA MANADO 2010;Tidak ada
STATISTIK DAERAH KECAMATAN KAWANGKOAN BARAT 2014;Tidak ada
STATISTIK KUNJUNGAN TAMU ASING PROVINSI SULAWESI UTARA 2010;Tidak ada
STATISTIK KONSTRUKSI 2008;Tidak ada
STATISTIK PERTAMBANGAN MINYAK DAN GAS BUMI 2005-2009;Tidak ada
STATISTIK PERTAMBANGAN MINYAK DAN GAS BUMI 2005-2009;Tidak ada
BULETIN STATISTIK PERDAGANGAN LUAR NEGERI EKSPOR (MENURUT KELOMPOK KOMODITI DAN NEGARA) SEPTEMBER 2016;Tidak ada
STATISTIK PERUMAHAN PROVINSI SULAWESI UTARA (HASIL SENSUS PENDUDUK 2010);Tidak ada
SENSUS EKONOMI 2006: PEDOMAN PENCACAH DAN PENGAWAS/PEMERIKSA SE06-UMB INDUSTRI BULANAN, SENSUS SAMPEL BUKU 7;Tidak ada
INDIKATOR INDUSTRI BESAR DAN SEDANG PROVINSI SULAWESI TENGGARA 2014;Tidak ada
STATISTIK KECAMATAN LIRUNG 2014;Tidak ada
STATISTIK DAERAH KECAMATAN KAWANGKOAN UTARA 2014;Tidak ada
STATISTIK KECAMATAN MIANGAS 2014;Tidak ada
STATISTIK KECAMATAN MORONGE 2014;Tidak ada
PRODUK DOMESTIK REGIONAL BRUTO (PDRB) MENURUT LAPANGAN USAHA KABUPATEN MINAHASA UTARA 2007-2012;Tidak ada
BEO SELATAN DALAM ANGKA 2014;Tidak ada
BULETIN STATISTIK PERDAGANGAN LUAR NEGERI EKSPOR (MENURUT KELOMPOK KOMODITI DAN NEGARA) AGUSTUS 2016;Tidak ada
STATISTIK KECAMATAN SALIBABU 2014;Tidak ada
PENDAPATAN REGIONAL PROVINSI DAN DAERAH TINGKAT II SULAWESI UTARA 1983-1987;Tidak ada
STATISTIK STRUKTUR UPAH 2010-2011;Tidak ada
STATISTIK POTENSI DESA PROVINSI SULAWESI UTARA 2003;Tidak ada
STATISTIK GAS 2007-2011;Tidak ada
INDEKS HARGA KONSUMEN KOTA MANADO 2012;Tidak ada
STATISTIK KONSTRUKSI 2002;Tidak ada
INDIKATOR INDUSTRI BESAR DAN SEDANG PROVINSI SULAWESI TENGGARA 2014;Tidak ada
STATISTIK KECAMATAN KABARUAN 2014;Tidak ada
BULETIN STATISTIK PERDAGANGAN LUAR NEGERI EKSPOR (MENURUT KELOMPOK KOMODITI DAN NEGARA) AGUSTUS 2016;Tidak ada
BULETIN STATISTIK PERDAGANGAN LUAR NEGERI EKSPOR (MENURUT KELOMPOK KOMODITI DAN NEGARA) NOVEMBER 2016;Tidak ada
STATISTIK STRUKTUR UPAH 2010-2011;Tidak ada
STATISTIK POTENSI DESA PROVINSI SULAWESI UTARA 2003;Tidak ada
STATISTIK LISTRIK 2007-2011;Tidak ada
STATISTIK STRUKTUR UPAH 2010-2011;Tidak ada
BULETIN STATISTIK PERDAGANGAN LUAR NEGERI EKSPOR (MENURUT KELOMPOK KOMODITI DAN NEGARA) AGUSTUS 2016;Tidak ada
STATISTIK STRUKTUR UPAH 2010-2011;Tidak ada
STATISTIK STRUKTUR UPAH 2011-2012;Tidak ada
STATISTIK TEBU INDONESIA 2012;Tidak ada
PERKEMBANGAN MINGGUAN HARGA ECERAN BEBERAPA JENIS BAHAN POKOK DI IBUKOTA PROVINSI SELURUH INDONESIA 2016 (JULI-DESEMBER);Tidak ada
PRODUK DOMESTIK REGIONAL BRUTO KABUPATEN MINAHASA MENURUT PENGELUARAN 2015-2019;Tidak ada
PRODUK DOMESTIK REGIONAL BRUTO KOTA MANADO MENURUT PENGELUARAN 2016 - 2020;Tidak ada
PENGELUARAN KONSUMSI PENDUDUK PROVINSI SULAWESI UTARA 2019;Tidak ada
PENGELUARAN UNTUK KONSUMSI PENDUDUK INDONESIA (BUKU I) MARET 2019;Tidak ada
STATISTIK INDONESIA 2001;Tidak ada
PRODUK DOMESTIK REGIONAL BRUTO KOTA KOTAMOBAGU MENURUT PENGELUARAN 2010-2014;Tidak ada
PRODUK DOMESTIK REGIONAL BRUTO (PDRB) KABUPATEN MINAHASA SELATAN MENURUT LAPANGAN USAHA 2000-2011;Tidak ada
PRODUK DOMESTIK REGIONAL BRUTO KOTA MANADO MENURUT LAPANGAN USAHA 2010-2014;Tidak ada
STATISTIK GAS 2007-2011;Tidak ada
INDIKATOR KONSTRUKSI 2004;Tidak ada
INDEKS HARGA KONSUMEN KOTA MANADO 2010;Tidak ada
STATISTIK DAERAH KECAMATAN KAWANGKOAN BARAT 2014;Tidak ada
STATISTIK KUNJUNGAN TAMU ASING PROVINSI SULAWESI UTARA 2010;Tidak ada
STATISTIK KONSTRUKSI 2008;Tidak ada
STATISTIK PERTAMBANGAN MINYAK DAN GAS BUMI 2005-2009;Tidak ada
STATISTIK PERTAMBANGAN MINYAK DAN GAS BUMI 2005-2009;Tidak ada
BULETIN STATISTIK PERDAGANGAN LUAR NEGERI EKSPOR (MENURUT KELOMPOK KOMODITI DAN NEGARA) SEPTEMBER 2016;Tidak ada
STATISTIK PERUMAHAN PROVINSI SULAWESI UTARA (HASIL SENSUS PENDUDUK 2010);Tidak ada
SENSUS EKONOMI 2006: PEDOMAN PENCACAH DAN PENGAWAS/PEMERIKSA SE06-UMB INDUSTRI BULANAN, SENSUS SAMPEL BUKU 7;Tidak ada
INDIKATOR INDUSTRI BESAR DAN SEDANG PROVINSI SULAWESI TENGGARA 2014;Tidak ada
STATISTIK KECAMATAN LIRUNG 2014;Tidak ada
STATISTIK DAERAH KECAMATAN KAWANGKOAN UTARA 2014;Tidak ada
STATISTIK KECAMATAN MIANGAS 2014;Tidak ada
STATISTIK KECAMATAN MORONGE 2014;Tidak ada
PRODUK DOMESTIK REGIONAL BRUTO (PDRB) MENURUT LAPANGAN USAHA KABUPATEN MINAHASA UTARA 2007-2012;Tidak ada
BEO SELATAN DALAM ANGKA 2014;Tidak ada
BULETIN STATISTIK PERDAGANGAN LUAR NEGERI EKSPOR (MENURUT KELOMPOK KOMODITI DAN NEGARA) AGUSTUS 2016;Tidak ada
STATISTIK KECAMATAN SALIBABU 2014;Tidak ada
PENDAPATAN REGIONAL PROVINSI DAN DAERAH TINGKAT II SULAWESI UTARA 1983-1987;1
STATISTIK STRUKTUR UPAH 2010-2011;Tidak ada
STATISTIK POTENSI DESA PROVINSI SULAWESI UTARA 2003;Tidak ada
STATISTIK GAS 2007-2011;Tidak ada
INDEKS HARGA KONSUMEN KOTA MANADO 2012;1
STATISTIK KONSTRUKSI 2002;Tidak ada
INDIKATOR INDUSTRI BESAR DAN SEDANG PROVINSI SULAWESI TENGGARA 2014;Tidak ada
STATISTIK KECAMATAN KABARUAN 2014;Tidak ada
STATISTIK DAERAH KECAMATAN KAWANGKOAN BARAT 2014;Tidak ada
STATISTIK KUNJUNGAN TAMU ASING PROVINSI SULAWESI UTARA 2010;Tidak ada
STATISTIK KONSTRUKSI 2008;Tidak ada
STATISTIK PERTAMBANGAN MINYAK DAN GAS BUMI 2005-2009;Tidak ada
STATISTIK PERTAMBANGAN MINYAK DAN GAS BUMI 2005-2009;Tidak ada
BULETIN STATISTIK PERDAGANGAN LUAR NEGERI EKSPOR (MENURUT KELOMPOK KOMODITI DAN NEGARA) SEPTEMBER 2016;Tidak ada
STATISTIK PERUMAHAN PROVINSI SULAWESI UTARA (HASIL SENSUS PENDUDUK 2010);Tidak ada
SENSUS EKONOMI 2006: PEDOMAN PENCACAH DAN PENGAWAS/PEMERIKSA SE06-UMB INDUSTRI BULANAN, SENSUS SAMPEL BUKU 7;Tidak ada
INDIKATOR INDUSTRI BESAR DAN SEDANG PROVINSI SULAWESI TENGGARA 2014;Tidak ada
STATISTIK KECAMATAN LIRUNG 2014;Tidak ada
STATISTIK DAERAH KECAMATAN KAWANGKOAN UTARA 2014;Tidak ada
STATISTIK KECAMATAN MIANGAS 2014;Tidak ada
STATISTIK KECAMATAN MORONGE 2014;Tidak ada
PRODUK DOMESTIK REGIONAL BRUTO (PDRB) MENURUT LAPANGAN USAHA KABUPATEN MINAHASA UTARA 2007-2012;Tidak ada
BEO SELATAN DALAM ANGKA 2014;Tidak ada
BULETIN STATISTIK PERDAGANGAN LUAR NEGERI EKSPOR (MENURUT KELOMPOK KOMODITI DAN NEGARA) AGUSTUS 2016;Tidak ada
STATISTIK KECAMATAN SALIBABU 2014;Tidak ada
PENDAPATAN REGIONAL PROVINSI DAN DAERAH TINGKAT II SULAWESI UTARA 1983-1987;Tidak ada
STATISTIK STRUKTUR UPAH 2010-2011;Tidak ada
STATISTIK POTENSI DESA PROVINSI SULAWESI UTARA 2003;Tidak ada
STATISTIK GAS 2007-2011;Tidak ada
INDEKS HARGA KONSUMEN KOTA MANADO 2012;Tidak ada
STATISTIK KONSTRUKSI 2002;Tidak ada
INDIKATOR INDUSTRI BESAR DAN SEDANG PROVINSI SULAWESI TENGGARA 2014;Tidak ada
STATISTIK KECAMATAN KABARUAN 2014;Tidak ada
BULETIN STATISTIK PERDAGANGAN LUAR NEGERI EKSPOR (MENURUT KELOMPOK KOMODITI DAN NEGARA) AGUSTUS 2016;Tidak ada
BULETIN STATISTIK PERDAGANGAN LUAR NEGERI EKSPOR (MENURUT KELOMPOK KOMODITI DAN NEGARA) NOVEMBER 2016;Tidak ada
STATISTIK STRUKTUR UPAH 2010-2011;Tidak ada
STATISTIK POTENSI DESA PROVINSI SULAWESI UTARA 2003;Tidak ada
STATISTIK LISTRIK 2007-2011;1
STATISTIK STRUKTUR UPAH 2010-2011;Tidak ada
BULETIN STATISTIK PERDAGANGAN LUAR NEGERI EKSPOR (MENURUT KELOMPOK KOMODITI DAN NEGARA) AGUSTUS 2016;Tidak ada
STATISTIK STRUKTUR UPAH 2010-2011;Tidak ada
STATISTIK STRUKTUR UPAH 2011-2012;1
STATISTIK TEBU INDONESIA 2012;Tidak ada
PERKEMBANGAN MINGGUAN HARGA ECERAN BEBERAPA JENIS BAHAN POKOK DI IBUKOTA PROVINSI SELURUH INDONESIA 2016 (JULI-DESEMBER);1
PRODUK DOMESTIK REGIONAL BRUTO KABUPATEN MINAHASA MENURUT PENGELUARAN 2015-2019;Tidak ada
PRODUK DOMESTIK REGIONAL BRUTO KOTA MANADO MENURUT PENGELUARAN 2016 - 2020;2
PRODUK DOMESTIK REGIONAL BRUTO KOTA MANADO MENURUT PENGELUARAN 2016 - 2020;Tidak ada
PENGELUARAN KONSUMSI PENDUDUK PROVINSI SULAWESI UTARA 2019;Tidak ada
PENGELUARAN UNTUK KONSUMSI PENDUDUK INDONESIA (BUKU I) MARET 2019;Tidak ada
STATISTIK INDONESIA 2001;Tidak ada
PRODUK DOMESTIK REGIONAL BRUTO KOTA KOTAMOBAGU MENURUT PENGELUARAN 2010-2014;Tidak ada
PRODUK DOMESTIK REGIONAL BRUTO (PDRB) KABUPATEN MINAHASA SELATAN MENURUT LAPANGAN USAHA 2000-2011;1
PRODUK DOMESTIK REGIONAL BRUTO KOTA MANADO MENURUT LAPANGAN USAHA 2010-2014;2
PRODUK DOMESTIK REGIONAL BRUTO KOTA MANADO MENURUT PENGELUARAN 2016 - 2020;Tidak ada
PENGELUARAN KONSUMSI PENDUDUK PROVINSI SULAWESI UTARA 2019;Tidak ada
PENGELUARAN UNTUK KONSUMSI PENDUDUK INDONESIA (BUKU I) MARET 2019;Tidak ada
STATISTIK INDONESIA 2001;Tidak ada
PRODUK DOMESTIK REGIONAL BRUTO KOTA KOTAMOBAGU MENURUT PENGELUARAN 2010-2014;Tidak ada
PRODUK DOMESTIK REGIONAL BRUTO (PDRB) KABUPATEN MINAHASA SELATAN MENURUT LAPANGAN USAHA 2000-2011;Tidak ada
PRODUK DOMESTIK REGIONAL BRUTO KOTA MANADO MENURUT LAPANGAN USAHA 2010-2014;Tidak ada
STATISTIK DAERAH KECAMATAN DAMAU 2014;1
KEADAAN PEKERJA DI INDONESIA AGUSTUS 2016;Tidak ada
DIAGRAM TIMBANG INDEKS HARGA KONSUMEN (IHK) - BUKU 3 2012;Tidak ada
PRODUKSI PERIKANAN LAUT YANG DIJUAL DI TEMPAT PELELANGAN IKAN 2016;1
PRODUK DOMESTIK REGIONAL BRUTO KABUPATEN MINAHASA UTARA MENURUT PENGELUARAN 2015-2019;Tidak ada
PRODUK DOMESTIK REGIONAL BRUTO KOTA TOMOHON MENURUT PENGELUARAN 2015-2019;1
PRODUK DOMESTIK REGIONAL BRUTO KABUPATEN KEPULAUAN TALAUD MENURUT LAPANGAN USAHA 2015-2019;Tidak ada
BULETIN STATISTIK PERDAGANGAN LUAR NEGERI EKSPOR (MENURUT KODE HARMONIZED SYSTEM, HS) FEBRUARI 2016;Tidak ada
INDIKATOR MAKRO SOSIAL EKONOMI PROVINSI SULAWESI UTARA TRIWULAN IV 2020;1
PRODUK DOMESTIK REGIONAL BRUTO KOTA MANADO MENURUT LAPANGAN USAHA 2016 - 2020;Tidak ada
STATISTIK UPAH 2013;Tidak ada
STATISTIK SOLUS PER AQUA (SPA) 2014;Tidak ada
STATISTIK SOLUS PER AQUA (SPA) 2014;Tidak ada
TINJAUAN EKONOMI REGIONAL PROVINSI SULAWESI UTARA 2020;1
STATISTIK PERDAGANGAN LUAR NEGERI PROVINSI SULAWESI UTARA TAHUN 2020;Tidak ada
ANALISA KOMODITI EKSPOR 2005-2011;Tidak ada
KABUPATEN BOLAANG MONGONDOW TIMUR DALAM ANGKA 2021;1
PETA TEMATIK PENDATAAN USAHA TANI 2009 KOMODITAS PADI 2009;Tidak ada
INDEKS PEMBANGUNAN MANUSIA (IPM) 2012;Tidak ada
DIREKTORI PERUSAHAAN KOPERASI, HASIL SENSUS EKONOMI 2006, BUKU 1;1
PERUSAHAAN DI INDONESIA HASIL SENSUS EKONOMI 2006;Tidak ada
PERUSAHAAN DI INDONESIA HASIL SENSUS EKONOMI 2006;Tidak ada
INDEKS HARGA PERDAGANGAN BESAR (IHPB) INDONESIA (2010=100) 2013;Tidak ada
BULETIN STATISTIK PERDAGANGAN LUAR NEGERI EKSPOR (MENURUT KELOMPOK KOMODITI DAN NEGARA) DESEMBER 2016;Tidak ada
BULETIN STATISTIK PERDAGANGAN LUAR NEGERI EKSPOR (MENURUT KELOMPOK KOMODITI DAN NEGARA) OKTOBER 2016;1
BULETIN STATISTIK PERDAGANGAN LUAR NEGERI EKSPOR (MENURUT KELOMPOK KOMODITI DAN NEGARA) OKTOBER 2016;Tidak ada
BULETIN STATISTIK PERDAGANGAN LUAR NEGERI EKSPOR (MENURUT KELOMPOK KOMODITI DAN NEGARA) AGUSTUS 2016;Tidak ada
STATISTIK UPAH 2013;Tidak ada
STATISTIK SOLUS PER AQUA (SPA) 2014;Tidak ada
STATISTIK SOLUS PER AQUA (SPA) 2014;Tidak ada
TINJAUAN EKONOMI REGIONAL PROVINSI SULAWESI UTARA 2020;Tidak ada
STATISTIK UPAH 2013;Tidak ada
STATISTIK SOLUS PER AQUA (SPA) 2014;Tidak ada
STATISTIK SOLUS PER AQUA (SPA) 2014;Tidak ada
TINJAUAN EKONOMI REGIONAL PROVINSI SULAWESI UTARA 2020;Tidak ada
STATISTIK PERDAGANGAN LUAR NEGERI PROVINSI SULAWESI UTARA TAHUN 2020;Tidak ada
ANALISA KOMODITI EKSPOR 2005-2011;Tidak ada
KABUPATEN BOLAANG MONGONDOW TIMUR DALAM ANGKA 2021;Tidak ada
INDEKS PEMBANGUNAN MANUSIA (IPM) 2012;Tidak ada
PETA TEMATIK PENDATAAN USAHA TANI 2009 KOMODITAS PADI 2009;Tidak ada
DIREKTORI PERUSAHAAN KOPERASI, HASIL SENSUS EKONOMI 2006, BUKU 1;Tidak ada
PERUSAHAAN DI INDONESIA HASIL SENSUS EKONOMI 2006;Tidak ada
PERUSAHAAN DI INDONESIA HASIL SENSUS EKONOMI 2006;Tidak ada
INDEKS HARGA PERDAGANGAN BESAR (IHPB) INDONESIA (2010=100) 2013;Tidak ada
BULETIN STATISTIK PERDAGANGAN LUAR NEGERI EKSPOR (MENURUT KELOMPOK KOMODITI DAN NEGARA) DESEMBER 2016;Tidak ada
BULETIN STATISTIK PERDAGANGAN LUAR NEGERI EKSPOR (MENURUT KELOMPOK KOMODITI DAN NEGARA) OKTOBER 2016;Tidak ada
BULETIN STATISTIK PERDAGANGAN LUAR NEGERI EKSPOR (MENURUT KELOMPOK KOMODITI DAN NEGARA) OKTOBER 2016;1
BULETIN STATISTIK PERDAGANGAN LUAR NEGERI EKSPOR (MENURUT KELOMPOK KOMODITI DAN NEGARA) AGUSTUS 2016;Tidak ada
HASIL SENSUS PENDUDUK 2010 DATA AGREGAT PER KABUPATEN/KOTA PROVINSI JAWA TIMUR;Tidak ada
PETA TEMATIK PENDATAAN USAHA TANI 2009 KOMODITAS PADI 2009;Tidak ada
DIREKTORI PERUSAHAAN KOPERASI, HASIL SENSUS EKONOMI 2006, BUKU 1;Tidak ada
PERUSAHAAN DI INDONESIA HASIL SENSUS EKONOMI 2006;Tidak ada
PERUSAHAAN DI INDONESIA HASIL SENSUS EKONOMI 2006;Tidak ada
INDEKS HARGA PERDAGANGAN BESAR (IHPB) INDONESIA (2010=100) 2013;Tidak ada
BULETIN STATISTIK PERDAGANGAN LUAR NEGERI EKSPOR (MENURUT KELOMPOK KOMODITI DAN NEGARA) DESEMBER 2016;Tidak ada
BULETIN STATISTIK PERDAGANGAN LUAR NEGERI EKSPOR (MENURUT KELOMPOK KOMODITI DAN NEGARA) OKTOBER 2016;Tidak ada
BULETIN STATISTIK PERDAGANGAN LUAR NEGERI EKSPOR (MENURUT KELOMPOK KOMODITI DAN NEGARA) OKTOBER 2016;Tidak ada
BULETIN STATISTIK PERDAGANGAN LUAR NEGERI EKSPOR (MENURUT KELOMPOK KOMODITI DAN NEGARA) AGUSTUS 2016;Tidak ada
HASIL SENSUS PENDUDUK 2010 DATA AGREGAT PER KABUPATEN/KOTA PROVINSI JAWA TIMUR;Tidak ada
PRODUK DOMESTIK REGIONAL BRUTO KOTA MANADO MENURUT PENGELUARAN 2013-2017;Tidak ada
HASIL SENSUS PENDUDUK 2010 DATA AGREGAT PER KABUPATEN/KOTA PROVINSI JAWA TIMUR;Tidak ada
PETA TEMATIK PENDATAAN USAHA TANI 2009 KOMODITAS PADI 2009;Tidak ada
DIREKTORI PERUSAHAAN KOPERASI, HASIL SENSUS EKONOMI 2006, BUKU 1;Tidak ada
PERUSAHAAN DI INDONESIA HASIL SENSUS EKONOMI 2006;Tidak ada
PERUSAHAAN DI INDONESIA HASIL SENSUS EKONOMI 2006;Tidak ada
INDEKS HARGA PERDAGANGAN BESAR (IHPB) INDONESIA (2010=100) 2013;Tidak ada
BULETIN STATISTIK PERDAGANGAN LUAR NEGERI EKSPOR (MENURUT KELOMPOK KOMODITI DAN NEGARA) DESEMBER 2016;Tidak ada
BULETIN STATISTIK PERDAGANGAN LUAR NEGERI EKSPOR (MENURUT KELOMPOK KOMODITI DAN NEGARA) OKTOBER 2016;Tidak ada
BULETIN STATISTIK PERDAGANGAN LUAR NEGERI EKSPOR (MENURUT KELOMPOK KOMODITI DAN NEGARA) OKTOBER 2016;Tidak ada
BULETIN STATISTIK PERDAGANGAN LUAR NEGERI EKSPOR (MENURUT KELOMPOK KOMODITI DAN NEGARA) AGUSTUS 2016;Tidak ada
HASIL SENSUS PENDUDUK 2010 DATA AGREGAT PER KABUPATEN/KOTA PROVINSI JAWA TIMUR;Tidak ada
PRODUK DOMESTIK REGIONAL BRUTO KOTA MANADO MENURUT PENGELUARAN 2013-2017;Tidak ada
TINJAUAN REGIONAL BERDASARKAN PDRB KABUPATEN/KOTA 2009-2012 - BUKU 3 PULAU KALIMANTAN;Tidak ada
TINJAUAN REGIONAL BERDASARKAN PDRB KABUPATEN/KOTA 2009-2012 - BUKU 1 PULAU SUMATERA;1
TINJAUAN REGIONAL BERDASARKAN PDRB KABUPATEN/KOTA 2009-2012 - BUKU 4 PULAU SULAWESI;Tidak ada
SENSUS PERTANIAN 2013 HASIL PENCACAHAN LENGKAP PROVINSI BANTEN;Tidak ada
HASIL SENSUS PENDUDUK 2010 DATA AGREGAT PER KABUPATEN/KOTA PROVINSI JAWA TIMUR;Tidak ada
PETA TEMATIK PENDATAAN USAHA TANI 2009 KOMODITAS PADI 2009;Tidak ada
DIREKTORI PERUSAHAAN KOPERASI, HASIL SENSUS EKONOMI 2006, BUKU 1;Tidak ada
PERUSAHAAN DI INDONESIA HASIL SENSUS EKONOMI 2006;Tidak ada
PERUSAHAAN DI INDONESIA HASIL SENSUS EKONOMI 2006;Tidak ada
INDEKS HARGA PERDAGANGAN BESAR (IHPB) INDONESIA (2010=100) 2013;Tidak ada
BULETIN STATISTIK PERDAGANGAN LUAR NEGERI EKSPOR (MENURUT KELOMPOK KOMODITI DAN NEGARA) DESEMBER 2016;Tidak ada
BULETIN STATISTIK PERDAGANGAN LUAR NEGERI EKSPOR (MENURUT KELOMPOK KOMODITI DAN NEGARA) OKTOBER 2016;Tidak ada
BULETIN STATISTIK PERDAGANGAN LUAR NEGERI EKSPOR (MENURUT KELOMPOK KOMODITI DAN NEGARA) OKTOBER 2016;Tidak ada
BULETIN STATISTIK PERDAGANGAN LUAR NEGERI EKSPOR (MENURUT KELOMPOK KOMODITI DAN NEGARA) AGUSTUS 2016;Tidak ada
HASIL SENSUS PENDUDUK 2010 DATA AGREGAT PER KABUPATEN/KOTA PROVINSI JAWA TIMUR;Tidak ada
PRODUK DOMESTIK REGIONAL BRUTO KOTA MANADO MENURUT PENGELUARAN 2013-2017;Tidak ada
TINJAUAN REGIONAL BERDASARKAN PDRB KABUPATEN/KOTA 2009-2012 - BUKU 3 PULAU KALIMANTAN;Tidak ada
TINJAUAN REGIONAL BERDASARKAN PDRB KABUPATEN/KOTA 2009-2012 - BUKU 1 PULAU SUMATERA;Tidak ada
TINJAUAN REGIONAL BERDASARKAN PDRB KABUPATEN/KOTA 2009-2012 - BUKU 4 PULAU SULAWESI;1
SENSUS PERTANIAN 2013 HASIL PENCACAHAN LENGKAP PROVINSI BANTEN;1
TINJAUAN REGIONAL BERDASARKAN PDRB KABUPATEN/KOTA 2009-2012 - BUKU 4 PULAU SULAWESI;Tidak ada
SENSUS PERTANIAN 2013 HASIL PENCACAHAN LENGKAP PROVINSI BANTEN;Tidak ada
TINJAUAN REGIONAL BERDASARKAN PDRB KABUPATEN/KOTA 2010-2014 - BUKU 2 PULAU JAWA DAN BALI;Tidak ada
TINJAUAN REGIONAL BERDASARKAN PDRB KABUPATEN/KOTA 2009-2012 - BUKU 4 PULAU SULAWESI;Tidak ada
SENSUS PERTANIAN 2013 HASIL PENCACAHAN LENGKAP PROVINSI BANTEN;Tidak ada
TINJAUAN REGIONAL BERDASARKAN PDRB KABUPATEN/KOTA 2010-2014 - BUKU 2 PULAU JAWA DAN BALI;Tidak ada
TINJAUAN REGIONAL BERDASARKAN PDRB KABUPATEN/KOTA 2009-2012 - BUKU 4 PULAU SULAWESI;Tidak ada
SENSUS PERTANIAN 2013 HASIL PENCACAHAN LENGKAP PROVINSI BANTEN;Tidak ada
TINJAUAN REGIONAL BERDASARKAN PDRB KABUPATEN/KOTA 2010-2014 - BUKU 2 PULAU JAWA DAN BALI;Tidak ada
TINJAUAN REGIONAL BERDASARKAN PDRB KABUPATEN/KOTA 2009-2012 - BUKU 4 PULAU SULAWESI;Tidak ada
SENSUS PERTANIAN 2013 HASIL PENCACAHAN LENGKAP PROVINSI BANTEN;Tidak ada
TINJAUAN REGIONAL BERDASARKAN PDRB KABUPATEN/KOTA 2010-2014 - BUKU 2 PULAU JAWA DAN BALI;Tidak ada
KISAH PERJALANAN HIDUP HILMAN BAWONO KSK DULUPI BOALEMO GORONTALO;Tidak ada
KISAH PERJALANAN HIDUP HILMAN BAWONO KSK DULUPI BOALEMO GORONTALO;Tidak ada
TINJAUAN EKONOMI REGIONAL INDONESIA PROVINSI SULAWESI UTARA 2017;Tidak ada
TINJAUAN EKONOMI REGIONAL SULAWESI UTARA 2014;Tidak ada
TINJAUAN REGIONAL BERDASARKAN PDRB KABUPATEN/KOTA 2009-2012 - BUKU 5 PULAU NUSA TENGGARA, MALUKU DAN PAPUA;Tidak ada
PRODUK DOMESTIK REGIONAL BRUTO KABUPATEN/KOTA DI INDONESIA 2012-2016;Tidak ada
TINJAUAN EKONOMI REGIONAL INDONESIA PROVINSI SULAWESI UTARA 2017;Tidak ada
TINJAUAN EKONOMI REGIONAL SULAWESI UTARA 2014;Tidak ada
TINJAUAN REGIONAL BERDASARKAN PDRB KABUPATEN/KOTA 2009-2012 - BUKU 5 PULAU NUSA TENGGARA, MALUKU DAN PAPUA;Tidak ada
PRODUK DOMESTIK REGIONAL BRUTO KABUPATEN/KOTA DI INDONESIA 2012-2016;Tidak ada
TINJAUAN REGIONAL BERDASARKAN PDRB KABUPATEN/KOTA 2010-2014 - BUKU 1 PULAU SUMATERA;Tidak ada
TINJAUAN EKONOMI REGIONAL INDONESIA PROVINSI SULAWESI UTARA 2017;Tidak ada
TINJAUAN EKONOMI REGIONAL SULAWESI UTARA 2014;Tidak ada
TINJAUAN REGIONAL BERDASARKAN PDRB KABUPATEN/KOTA 2009-2012 - BUKU 5 PULAU NUSA TENGGARA, MALUKU DAN PAPUA;Tidak ada
PRODUK DOMESTIK REGIONAL BRUTO KABUPATEN/KOTA DI INDONESIA 2012-2016;Tidak ada
TINJAUAN REGIONAL BERDASARKAN PDRB KABUPATEN/KOTA 2010-2014 - BUKU 1 PULAU SUMATERA;Tidak ada
HASIL SENSUS PENDUDUK 2010 DATA AGREGAT PER KABUPATEN/KOTA PROVINSI SULAWESI TENGGARA;Tidak ada
TINJAUAN EKONOMI REGIONAL INDONESIA PROVINSI SULAWESI UTARA 2017;Tidak ada;Tidak ada
TINJAUAN EKONOMI REGIONAL SULAWESI UTARA 2014;Tidak ada;Tidak ada
TINJAUAN REGIONAL BERDASARKAN PDRB KABUPATEN/KOTA 2009-2012 - BUKU 5 PULAU NUSA TENGGARA, MALUKU DAN PAPUA;Tidak ada;Tidak ada
PRODUK DOMESTIK REGIONAL BRUTO KABUPATEN/KOTA DI INDONESIA 2012-2016;Tidak ada;Tidak ada
TINJAUAN REGIONAL BERDASARKAN PDRB KABUPATEN/KOTA 2010-2014 - BUKU 1 PULAU SUMATERA;Tidak ada;Tidak ada
HASIL SENSUS PENDUDUK 2010 DATA AGREGAT PER KABUPATEN/KOTA PROVINSI SULAWESI TENGGARA;Tidak ada;Tidak ada
TINJAUAN EKONOMI REGIONAL INDONESIA PROVINSI SULAWESI UTARA 2017;Tidak ada;1
TINJAUAN EKONOMI REGIONAL SULAWESI UTARA 2014;Tidak ada;1
TINJAUAN REGIONAL BERDASARKAN PDRB KABUPATEN/KOTA 2009-2012 - BUKU 5 PULAU NUSA TENGGARA, MALUKU DAN PAPUA;Tidak ada;1
